date,cash,position_value,equity,open_tickers,open_count
2025-03-12,5841.394559555577,4158.605440444423,10000.0,SYK,1
2025-03-13,5370.01697823024,5045.8435658142025,10415.860544044443,LH,1
2025-03-14,5626.899541597392,5293.5453590284715,10920.444900625864,CHD,1
2025-03-17,5861.5558661434825,5588.24357038523,11449.799436528712,NEE,1
2025-03-18,5720.873707813576,5170.101371676612,10890.975079490188,ABT,1
2025-03-19,6008.390506758824,5399.5947098990255,11407.98521665785,DGX,1
2025-03-20,5688.136835949283,5179.888909718664,10868.025745667946,CHRW,1
2025-03-21,5723.6452940619165,5662.3693425778965,11386.014636639813,RSG,1
2025-03-24,6583.816884737844,5368.434686159759,11952.251570897603,CB,1
2025-03-25,5737.782782075025,5677.625320206603,11415.408102281628,MOS,1
2025-03-26,6005.971012855347,5977.199621446942,11983.170634302289,STE,1
2025-03-27,7975.32013905843,4605.570457388553,12580.890596446983,APP,1
2025-03-28,6545.7070404347105,6495.7406017511275,13041.447642185838,ALL,1
2025-03-31,6962.260472354474,6728.7612300064775,13691.021702360951,LUV,1
2025-04-01,6736.038417348048,6282.107162012256,13018.145579360304,CHD,1
2025-04-02,6444.967917564738,5944.9669455943385,12389.934863159076,RSG,1
2025-04-03,6297.926136946309,5497.512031653332,11795.438168599641,RSG,1
2025-04-04,5688.869600706819,5556.817364727491,11245.68696543431,CSX,1
2025-04-07,6203.620488157178,4486.384740804381,10690.00522896156,TMUS,1
2025-04-08,5529.764714540036,4711.602040341085,10241.36675488112,CAH,1
2025-04-09,5838.275884988971,3931.930665858043,9770.206550847013,RSG,1
2025-04-10,4777.389826901606,4599.623657359603,9377.01348426121,AOS,1
2025-04-11,5825.130239230109,4011.8456107670618,9836.97584999717,RSG,1
2025-04-14,5447.12472602044,4791.035685053437,10238.160411073877,PODD,1
2025-04-15,5906.877664738596,4810.386314840626,10717.263979579222,PODD,1
2025-04-16,5541.139789743416,4695.085558351742,10236.225348095159,PODD,1
2025-04-17,5126.189281788518,4640.527510471466,9766.716792259984,PODD,1
2025-04-21,5052.154098170296,4250.509943042541,9302.664041212836,DGX,1
2025-04-22,9727.71503551709,0.0,9727.71503551709,,0
2025-04-23,5842.889922566861,3884.8251129502296,9727.71503551709,TMUS,1
2025-04-24,6053.418491217304,4062.779055594808,10116.197546812113,RSG,1
2025-04-25,5367.452795989891,5155.022656381702,10522.475452371593,RSG,1
2025-04-28,6885.13411501845,4152.843602991313,11037.977718009763,VRSK,1
2025-04-29,6247.598635522791,5205.663442786103,11453.262078308893,RSG,1
2025-04-30,6674.830173143133,5298.99824944437,11973.828422587503,RSG,1
2025-05-01,5983.652413773727,5460.276183869339,11443.928597643066,TMUS,1
2025-05-02,6132.604513669249,5857.35170236075,11989.95621603,GL,1
2025-05-05,6432.0743479618195,4972.146697832106,11404.221045793925,CB,1
2025-05-06,11901.435715577136,0.0,11901.435715577136,,0
2025-05-07,5962.204971670623,5939.2307439065125,11901.435715577136,BSX,1
2025-05-08,6053.403466537875,5254.109174648609,11307.512641186484,STE,1
2025-05-09,5564.964683893448,5217.137039828176,10782.101723721624,VRSK,1
2025-05-12,5609.705634448775,4650.682385290032,10260.388019738806,TMUS,1
2025-05-13,1030.6972324123162,9142.709858472728,10173.407090885044,"AMT,TMUS",2
2025-05-14,5631.653188283442,4621.567433130007,10253.22062141345,RSG,1
2025-05-15,5731.5228450100085,4983.854519716441,10715.37736472645,LH,1
2025-05-16,5932.339750569096,5281.423066128998,11213.762816698094,HSY,1
2025-05-19,5433.780854631199,5251.839655453996,10685.620510085195,GL,1
2025-05-20,921.9873458204538,9542.428014322868,10464.41536014332,"GL,VRSN",2
2025-05-21,5590.614488859397,5021.001406561472,10611.61589542087,TJX,1
2025-05-22,5614.619145109976,4494.896609654746,10109.515754764721,RSG,1
2025-05-23,5416.392981776901,5142.612433953295,10559.005415730197,AMCR,1
2025-05-27,5595.193372798213,5478.073286327312,11073.266659125526,DG,1
